TotalTime,PictureClicks,PictureTime,PictureDwelling,SummaryClicks,SummaryTime,SummaryDwelling,DescriptionClicks,DescriptionTime,DescriptionDwelling,ReviewClicks,ReviewTime,ReviewDwelling,Return
3243,1,592,592,3,12290,5083,2,12320,6266,3,19969,1814,1
4083,1,7218,7218,5,25232,25232,2,5869,5869,1,351,271,1
44173,1,19993,9809,3,19916,3248,1,1371,1371,2,14635,3773,1
29825,0,3224,3224,4,11837,11837,1,14485,1007,0,10220,4960,1
50432,5,22022,22022,3,29815,9720,3,10629,10629,13,27094,11393,0
18970,2,10453,10334,4,11984,11984,1,3004,3004,1,18442,8735,1
16825,1,9985,9985,6,4153,397,2,2798,2798,3,9306,2626,1
16889,2,16597,12160,5,27685,27685,0,13741,2569,2,543,543,1
24744,3,4715,4715,3,21277,21277,0,7322,4598,3,12286,5610,1
24564,3,793,793,6,11865,11865,0,10427,6692,2,6243,5466,1
37792,1,18726,15550,5,26949,26949,2,9398,7830,2,1372,1372,1
50430,3,24111,24111,3,7503,6073,2,14145,11383,13,6393,4577,0
26489,1,9316,2695,5,26001,26001,1,3340,3340,0,2162,2162,1
22074,1,11219,10112,4,15946,373,2,11790,7640,6,1035,1035,0
878,0,14154,14154,5,18511,5571,0,3204,3204,14,24574,10160,1
266,0,2661,2661,6,19935,4025,0,10795,7291,9,9082,2876,1
24892,1,12005,5240,6,24742,24742,0,554,554,1,14232,3478,1
45234,3,26399,16212,3,12874,5901,3,10646,4696,6,26785,11665,0
42836,4,7540,7153,2,22198,5519,1,11101,9969,4,16488,16488,0
17800,1,12323,1177,6,15381,15381,2,14479,3990,2,11052,6852,1
64825,0,23227,5931,0,28110,2284,2,16400,1714,4,24561,5057,0
41556,2,5346,5346,6,8410,4497,1,13253,7722,3,7090,6346,1
9275,2,4703,4703,6,10224,6691,5,8323,8323,9,19489,19489,1
20622,3,3090,3090,4,20953,20953,1,12998,7126,2,19936,2431,1
26147,3,10721,10721,3,25544,25544,2,6658,2886,0,19579,537,1
21272,1,8232,8232,6,26262,26262,1,3030,3030,3,14580,2186,1
40102,4,8541,8541,3,20942,20942,0,8761,8356,3,11367,9379,1
76450,5,15950,12351,3,20554,7038,1,19069,13887,8,20526,20526,0
18602,4,7794,7794,4,14794,14794,0,9750,6577,2,12293,8491,1
44605,3,14940,1435,3,15283,15283,1,1957,1957,1,1674,1674,1
45246,3,27968,16191,3,20927,7256,2,12456,12456,10,8276,8276,0
18606,0,9343,7299,5,25691,25691,2,9305,6009,0,11867,3250,1
35733,4,11352,11352,2,19298,5837,1,15749,15456,15,15650,15650,0
73864,0,27611,18022,3,11352,3449,3,2835,2835,2,26724,13406,0
39254,4,14122,14122,3,11280,7838,1,11365,4222,5,18296,18296,0
20685,0,267,267,5,8548,8548,3,17070,3294,7,11719,11719,0
22193,4,14183,12501,2,28363,7197,1,11668,5640,12,21095,4061,0
21825,3,22624,19395,2,24664,3314,1,5634,5634,6,7623,7623,0
35013,4,14056,14056,2,17191,6075,1,4251,4251,10,10533,10533,0
35813,3,9621,6839,3,5168,5168,3,18634,6797,2,29220,9755,0
14587,3,13897,6805,4,28367,28367,1,3936,3936,3,3543,3543,1
12286,1,18041,9766,3,10352,5535,2,12123,6184,0,1819,1819,1
20114,5,28467,14065,3,15249,4558,2,11904,11904,12,5097,5097,0
28152,4,17555,7477,4,15642,5439,0,9577,1679,3,14705,3966,1
3049,4,13763,3461,4,17595,8996,1,8923,20,0,7632,3729,1
21016,4,9334,94,6,14798,14798,1,6498,3730,0,2621,2621,1
39744,3,20970,20970,3,8156,5255,2,13703,13703,10,27363,4410,0
20966,5,24215,5793,3,27402,5967,1,16471,8567,13,29775,21087,0
20252,1,4457,4457,4,11983,2758,0,6154,433,3,18622,5873,1
76321,1,22630,8069,6,12985,6345,5,12798,12798,15,29805,13805,0
7146,4,18771,2687,6,17096,17096,2,1162,1162,0,17086,5647,1
10747,4,3572,3572,5,21857,21857,1,14800,4010,1,13893,6668,1
21416,0,10143,10143,6,29368,29368,0,6072,4540,2,16796,6127,1
22359,2,629,629,6,8316,8316,2,661,661,3,4362,2243,1
13987,2,1536,1536,3,18491,18491,2,1402,1402,0,7358,3807,1
48194,3,24166,4177,5,27405,8378,1,13402,9770,0,10454,10454,0
14327,2,19260,1997,5,13284,13284,0,10313,7628,2,7004,628,1
78297,1,1332,1332,2,22076,6667,3,2779,2779,11,29167,13918,1
59122,3,17125,16648,3,9856,9856,2,16333,16333,2,13150,13150,0
5885,2,3830,3830,3,21079,21079,0,14714,559,0,1916,1916,1
76140,4,23213,13968,0,3739,3739,0,6261,2635,3,16149,16149,1
29161,3,6021,4665,6,9812,9812,0,14931,1286,0,13352,8950,1
38976,3,22171,14943,3,22241,7680,3,17956,17606,12,11213,11213,0
33448,5,2743,2743,4,20361,3717,0,8412,8412,6,4348,4348,0
23755,5,6454,6454,3,22442,7859,3,13447,6508,2,24210,24210,0
39344,2,29030,2223,6,19667,1633,4,5396,5396,12,18479,11723,1
20420,4,22598,22598,3,22010,3679,3,17413,17413,15,23042,18785,0
53065,4,7726,7726,3,12816,6337,3,17854,14903,14,22345,20568,0
39950,0,12339,12339,1,4824,4824,1,221,221,12,12990,418,1
27103,4,26617,10709,1,13296,4234,0,2440,2440,8,2350,2350,1
53094,3,12736,6675,3,17665,7220,1,14113,6016,10,23118,13132,0
17417,4,18747,1697,5,29771,29771,0,5693,5693,0,209,209,1
41946,5,9416,9416,3,24313,8022,1,18065,16277,14,28527,13253,0
45112,5,5819,5819,2,7961,3746,1,4403,4403,5,22623,19449,0
25069,4,11984,11984,2,14279,9220,2,15952,11771,4,28464,13359,0
7475,2,18069,11061,5,26151,26151,1,10445,2779,0,16429,2678,1
36334,4,21402,21402,2,15467,3065,1,14247,4575,15,19924,19924,0
54539,4,10416,10416,2,26686,4422,2,16216,10079,14,14760,14760,0
44926,0,16474,8750,5,15827,15827,1,3207,1278,0,4669,4669,1
38208,3,6866,5950,5,19327,19327,2,6261,221,2,18008,7121,1
75921,4,26861,19080,3,24295,8097,2,4085,4085,5,20756,16752,0
31510,4,18646,8108,3,25736,7489,3,12416,5379,5,26911,25280,0
66481,3,13919,13919,5,27680,3788,0,3324,3324,0,7026,7026,1
4092,4,6536,6536,3,15259,15259,0,9554,3408,2,19481,9561,1
48785,3,10063,10063,3,22276,6697,1,19313,4356,11,9266,9266,0
64821,3,23286,5204,2,14765,5138,2,15936,6986,6,14036,5014,0
37696,4,10075,10075,5,14937,14937,2,4855,4855,3,8626,7967,1
66646,4,15473,15473,3,25736,4802,2,14195,9775,5,15562,9460,0
38712,2,22582,22582,3,17773,6688,4,15065,12734,7,23706,5210,1
24178,3,14963,9958,3,13403,13403,2,13011,7642,0,1711,1711,1
12617,4,11879,1521,6,24137,24137,0,14052,7608,0,2714,145,1
17307,1,18449,17009,6,20059,20059,0,10523,4539,1,19553,1657,1
33958,3,7212,7212,5,28711,28711,0,8888,7831,3,16673,8396,1
27593,3,28830,10550,2,21947,7202,2,10444,9873,6,5438,5438,0
40059,3,21351,21351,2,5833,5833,1,6361,6361,8,25692,13375,0
25932,3,5485,5485,2,14375,4698,1,8033,6816,5,29239,23972,0
8548,2,18860,13938,5,8927,8927,2,10076,453,2,16988,8632,1
52473,5,25528,22285,3,10682,8882,2,14289,7181,15,15242,15242,0
20196,3,4191,4191,4,10884,4745,0,9661,7252,2,12665,8230,1
42656,5,14125,14125,2,22536,8109,3,12362,12362,13,17657,17657,0
21791,4,7183,6015,5,29659,29659,2,7435,982,0,1270,786,1
46485,3,14826,6247,3,25168,4253,2,15913,13688,9,17069,4862,0
77587,0,27379,8607,6,2957,2957,1,14098,3267,7,10364,10364,1
59612,5,29222,26678,2,22839,3850,1,18717,7245,4,11261,11261,0
65358,3,24953,10309,3,23760,5838,2,6797,6797,4,26641,26641,0
38320,4,13158,6833,2,19416,9399,3,9650,9650,4,7371,7371,0
13997,2,760,760,3,21649,21649,2,3468,1040,0,5368,3947,1
16290,2,18092,16579,3,21743,21743,2,1193,1193,3,9490,721,1
66647,5,14869,14869,2,7015,7015,1,15965,15965,13,29787,12246,0
29527,1,6107,6107,5,11294,11294,2,9118,4269,3,19996,1977,1
57559,1,426,426,5,19716,7164,3,7160,7160,14,22298,12791,0
33702,3,17159,17159,3,7004,6831,1,17004,11415,12,5471,5471,0
2003,3,10960,10960,1,20804,7676,1,17864,13229,4,12035,12035,0
44021,2,5188,5188,5,15088,11020,2,9789,6775,1,8002,1637,1
30979,0,17741,16447,4,17461,17461,1,1993,1993,0,18335,7700,1
78180,0,28862,24105,2,17204,5287,3,14628,12664,13,22866,4253,0
28291,4,14629,10933,4,19088,1956,2,1669,1669,3,19758,4259,1
42704,1,9710,7839,3,11017,2212,5,5463,5463,2,20668,20668,1
26570,5,18324,18324,2,16935,5492,2,10008,10008,15,21508,9267,0
3180,0,9943,2044,3,23713,23713,2,12516,7590,3,11197,897,1
4251,4,18578,8939,6,24875,24875,2,1788,1788,2,18443,2253,1
68648,3,7986,7986,3,16438,3826,2,12853,8490,7,23244,15743,0
58125,4,8268,8268,3,8146,5364,2,6066,6066,6,4964,4964,0
30871,2,6839,6839,5,22791,22791,1,3398,497,2,19617,4128,1
20519,2,16051,7331,6,16069,16069,2,41,41,2,656,656,1
19521,4,16437,16437,1,13424,6386,5,8473,8473,8,11064,11064,1
24321,4,18953,12934,3,18247,16827,0,7581,2709,3,1137,1137,1
67081,4,18129,9078,2,16083,8045,2,10421,10421,13,26771,26771,0
14245,0,13850,13850,6,20235,20235,2,13526,380,3,16614,7367,1
38874,5,11003,11003,2,2760,2760,1,2875,2875,6,5379,5379,0
47856,4,20353,11510,3,13865,7612,3,6052,6052,10,11809,11809,0
36643,5,11979,11979,3,19974,8023,1,9191,9191,4,25804,15127,0
8493,2,6841,6841,4,12396,7905,2,3114,3114,2,19322,8274,1
44923,1,12885,5779,4,21453,21453,1,3284,3284,3,10172,640,1
54341,5,10254,6327,3,5791,5791,1,18537,18401,12,20101,15915,0
25814,0,5694,5694,3,16042,16042,1,3656,3656,3,6817,1485,1
11183,1,23535,11778,6,21443,6343,4,9035,9035,11,19920,19920,0
32822,3,10230,10230,4,14762,10680,2,14022,9405,0,5109,2467,1
71260,5,14660,14660,3,22935,8815,2,11870,11870,4,28656,4101,0
66512,4,18536,6839,3,27077,8943,3,19553,15199,13,27496,5098,0
77810,5,15667,15667,2,13325,6818,2,14743,8239,6,25674,7731,0
57094,4,26019,10015,0,4110,1359,3,10438,9100,1,262,262,1
14911,0,10309,10309,4,21864,21864,2,3095,3095,0,11279,9901,1
29622,0,15412,7313,4,13638,13638,2,5076,5076,2,9022,9022,1
48756,2,25094,22401,2,21995,3823,4,6605,6605,12,2383,2383,1
11916,4,10005,10005,6,21548,3963,2,8104,8104,13,20333,6050,1
44127,4,13498,6111,5,17819,17819,0,6259,3033,0,12745,3708,1
44272,3,23166,17238,3,18241,6622,1,18132,16906,14,5271,5271,0
58216,5,20798,20798,2,17294,8198,2,5479,5479,9,11172,7730,0
6021,0,14741,14741,3,18247,18247,0,14839,7911,2,5486,5486,1
8653,1,15699,15052,5,24611,24611,2,614,614,1,10573,209,1
50768,5,29598,16762,2,22785,8149,2,12180,6105,12,9721,6052,0
24622,1,9489,3519,3,15228,15228,2,417,417,1,12491,2853,1
12272,4,18425,6662,5,21594,21594,2,2303,2303,1,5777,5169,1
36402,4,19306,11581,3,27626,9034,1,18285,18285,14,13690,4236,0
24680,4,19207,567,4,16573,16573,2,14847,7835,1,15126,6617,1
29726,3,12103,7163,3,12894,12894,1,11351,8862,1,10710,4392,1
11870,3,12111,3788,6,29553,29553,0,6550,4010,0,9922,2204,1
24172,4,6154,6154,5,18995,18995,1,13013,9620,3,6989,6989,1
64943,2,8319,8319,2,20683,2531,0,16010,6728,6,26958,26958,0
35206,2,4319,4319,3,14496,11211,2,5637,4552,3,6747,2172,1
26765,4,14773,9435,3,6587,6587,1,14886,1061,2,13161,731,1
62822,3,12590,12590,3,12879,6361,2,16054,16054,3,13192,12567,0
72557,4,14639,14639,2,17216,9802,3,16349,14929,14,17923,17137,0
40968,0,4392,4392,4,20876,20876,0,14218,4392,1,4613,4613,1
47421,5,8618,8618,2,28752,8475,1,10188,10188,14,10234,10234,0
58125,5,21838,19991,2,25391,3491,2,5127,5127,9,13545,13545,0
10892,1,15554,9598,3,16155,16155,1,5992,5979,0,1614,1614,1
16229,0,15804,15804,3,21409,21409,2,9747,9439,0,13745,9626,1
41241,4,27744,26505,3,19217,5519,3,10737,10737,2,11550,11550,0
33942,0,839,839,5,16487,8152,0,7600,3389,1,12093,2336,1
57372,5,6832,6832,2,24498,7714,2,14067,7028,6,4043,4043,0
24238,3,15104,15104,4,9374,438,1,7668,4234,2,1340,1340,1
46240,3,16736,9218,3,6361,3411,3,13029,13029,7,14955,14955,0
43666,0,697,697,4,14793,14793,1,5904,5676,0,10669,5914,1
5113,1,3237,3237,6,11776,9958,0,5521,5521,6,16121,12844,0
19137,4,2159,2159,3,2988,2988,1,14739,1520,0,11058,3856,1
17701,1,6896,6896,6,17555,17555,1,8236,5636,3,910,910,1
20709,5,14575,14575,3,23134,3559,1,12846,7923,14,22468,22468,0
73360,0,25576,502,0,7428,7428,1,1604,1604,15,19142,1792,1
15645,0,19125,5699,3,14134,14134,0,5288,3759,2,10393,2221,1
63429,5,3995,3276,1,10370,7852,1,12449,9291,7,781,414,0
16201,3,14458,2860,4,27052,27052,2,5030,67,2,5939,2312,1
16832,3,9208,9208,0,9068,1707,0,13344,2700,11,3941,3941,0
18272,2,14706,14706,5,19347,739,2,1754,1754,2,15907,306,1
52301,3,14009,10743,2,17933,5220,2,13507,9291,7,14702,4974,0
26830,3,14170,14170,3,13159,8151,3,4861,4861,8,18894,16806,0
23501,1,13743,13743,0,4630,4630,0,11,11,14,26888,26888,0
4565,2,8432,8432,6,20659,20659,0,7206,3095,2,19447,8487,1
37486,1,7614,7614,6,16744,16744,1,11779,7688,0,2662,2662,1
37126,2,14755,14755,4,19485,19485,2,2893,548,1,9544,5461,1
67871,5,22945,20329,2,18493,9371,2,15390,13154,11,28174,27245,0
3937,1,13047,13047,4,14401,14401,1,7721,902,0,1386,1386,1
19587,0,1840,1840,6,24930,24930,2,6441,6292,2,19388,2545,1
78586,4,14123,14123,3,19650,4320,1,4343,4343,2,27809,13119,0
27614,2,8110,8110,5,22674,9179,1,4818,4818,9,3163,3163,1
36777,3,6100,6100,4,15988,10563,0,8611,8611,1,622,622,1
50394,5,28990,14683,2,25341,5440,2,5930,5930,12,9458,9458,0
12346,4,5513,5513,4,2093,2093,1,19359,11105,5,23019,23019,0
70511,2,16029,16029,5,22827,9179,1,15254,2637,5,29884,12970,0
18991,0,11442,7288,3,3355,3355,1,11259,4085,2,416,353,1
21876,3,18550,8537,6,5255,5255,2,12233,7254,1,5408,1359,1
50955,5,18296,18296,2,8736,6940,1,6352,6352,7,16757,6564,0
47939,5,6578,6578,2,17077,9872,3,17661,17332,15,5098,5098,0
14109,3,18793,13678,5,23329,23329,1,1107,1107,1,8915,1541,1
18174,3,11709,9849,6,15237,15237,0,10528,3926,2,19981,3686,1
49516,5,8355,8355,2,21754,8011,3,13549,13549,14,19257,19257,0
79049,0,9970,8908,6,29565,9571,1,528,528,11,28925,28154,0
953,5,27933,4508,1,25878,1207,3,5035,793,10,4775,4775,1
44120,0,18734,4825,3,12800,12800,1,6919,6919,0,5791,5069,1
36615,1,9944,1928,5,26059,26059,1,9137,8997,1,7376,2320,1
18017,1,9345,8739,3,23273,23273,0,14287,5407,0,2084,2084,1
24146,2,8584,8584,5,23116,23116,1,13305,1092,1,14839,9174,1
17876,1,4934,246,3,13936,13936,2,8067,8067,3,19395,3299,1
3381,1,3803,3683,5,7349,7349,0,2716,1838,2,18619,7990,1
53639,3,23878,22463,2,28770,7296,2,4608,4608,9,4389,4389,0
25356,3,16236,9660,3,13429,13429,1,9589,1029,3,13727,2696,1
14558,2,16352,445,4,26660,26660,0,9997,5209,0,3332,3332,1
40167,4,375,375,3,12761,12761,2,7840,3273,1,15809,1782,1
38139,3,19795,17802,5,6588,6588,0,849,849,3,8240,7682,1
68283,1,24425,16706,2,25200,7693,3,19001,5343,1,12736,442,1
8033,4,10432,10432,4,18330,1115,5,17501,11283,15,18415,18415,0
32928,2,14784,10145,6,18226,18226,0,10459,7365,3,7685,5082,1
39321,5,27192,6626,2,12731,6333,1,17262,16344,12,26052,26052,0
30044,0,5335,5335,5,12765,691,0,10794,7871,0,7780,7780,1
76130,3,20202,20202,1,24473,9519,5,709,709,10,9661,835,1
40219,4,11908,11908,6,236,171,1,8848,8848,2,16743,16743,0
5725,4,2107,2107,6,12939,7406,2,958,958,0,11867,6341,1
25499,2,12138,9657,6,25240,25240,2,6447,617,1,6616,6616,1
7884,1,570,570,5,11916,8985,1,51,51,3,6489,6489,1
11665,2,12801,11086,5,17077,17077,0,7134,4365,0,16760,4012,1
11112,4,19588,14272,6,15678,12431,2,13830,2329,0,3140,2689,1
44844,4,16791,16791,5,11194,11194,0,2541,1148,0,1177,120,1
57297,4,12316,12316,2,24865,8111,2,12290,11445,2,10508,7833,0
70655,5,27963,15756,3,28568,3286,1,18547,9234,12,8160,4798,0
50210,3,9060,8071,3,20840,6225,2,10041,8628,14,18761,16704,0
37861,1,5786,4183,6,13500,13500,0,14918,7859,1,11251,3826,1
18964,3,18759,354,2,23642,1212,1,17084,16734,1,9903,507,1
63243,3,22174,12100,3,27740,8666,1,9285,8359,7,5319,5319,0
37384,4,10629,10629,2,16924,4129,2,18520,7137,12,12347,12347,0
3053,3,14258,8577,5,15221,15221,1,13733,5712,0,1686,198,1
76177,4,20986,15799,2,11551,7953,2,15786,14803,3,8295,8295,0
12426,3,2623,2523,3,8825,7719,0,8220,6911,0,12047,1834,1
58698,3,26476,11927,1,4813,3215,5,18556,18482,2,13805,10108,1
54206,4,29168,24695,2,22370,6979,3,18264,15419,3,21925,5857,0
64248,4,5540,5491,3,15349,5807,3,11973,10425,13,18956,16260,0
75460,3,22407,19987,3,16297,8775,3,14843,14843,3,17347,13481,0
31836,3,16586,16586,2,11013,3003,3,14126,7259,13,29417,13893,0
31876,1,8163,8163,6,11887,11887,0,7900,4160,1,10394,7405,1
14057,3,16984,16984,6,18164,18164,1,13794,2126,0,18989,499,1
77477,0,15181,7758,0,27599,2279,1,3192,2319,2,22734,19390,0
45347,4,27826,26669,2,24791,6596,1,8532,8532,8,28865,6864,0
3669,0,26076,26076,4,14718,5078,5,5842,5842,5,18629,18629,0
21022,4,8686,8686,3,12980,5365,1,10289,10289,5,6903,6903,0
38955,1,11555,11555,5,17828,4512,0,14182,360,2,9301,6694,1
76079,3,17650,17650,3,24342,9285,3,17711,11688,14,6525,6525,0
27669,1,18238,13569,4,16951,11701,0,10172,9782,3,370,370,1
18179,4,7350,5110,6,16388,172,1,7677,3192,1,5421,5157,1
74470,5,20034,14052,0,5449,3336,1,7974,871,1,23533,23533,1
19521,1,11160,11160,5,19459,19459,2,682,682,2,1722,1722,1
20006,3,24622,24622,2,14187,9437,3,13426,13426,15,15645,15645,0
7748,2,11608,10359,3,9314,5708,0,6843,6843,0,9887,5405,1
51516,4,6739,6739,2,7072,7072,2,13956,12067,10,29443,16872,0
70360,0,26439,4141,2,1359,1359,5,11217,584,9,25835,14046,0
40158,2,13541,13541,3,16288,16288,0,1024,1024,3,1260,1260,1
56529,4,15608,10402,4,24194,4509,4,18437,18437,4,17509,2195,1
31955,3,17022,17022,2,20009,8978,2,6215,4795,6,9932,9932,0
31106,3,4640,1467,4,22262,22262,2,4773,2391,3,15933,9180,1
20099,4,11883,11883,2,14272,5108,1,19174,14486,5,8787,8787,0
73124,4,29648,5643,2,12324,4527,1,17897,6492,5,22243,19552,0
72089,3,25392,18904,5,24551,3767,2,1535,1535,4,18113,15227,1
25464,5,24383,24383,3,11484,7954,1,19763,13998,14,19667,11849,0
36105,5,18626,17018,3,15413,8198,2,11304,11304,13,23153,21721,0
57996,4,21131,21131,3,17735,4088,1,9079,6983,6,10619,10619,0
38059,2,9005,8288,4,20825,1763,4,9493,9493,14,27521,7684,0
35012,4,6695,6028,2,8478,6366,2,15410,9438,8,28662,9343,0
59474,4,10520,10520,3,7628,7628,2,8960,8960,10,23908,23908,0
49393,5,10034,10034,2,6259,4077,1,12983,10538,13,7426,7426,0
9839,4,9845,9845,3,27305,27305,0,12602,5473,0,2176,1667,1
70401,4,6310,6310,2,29966,5107,1,13326,6598,11,14704,14704,0
41523,3,1436,1436,6,8987,8987,2,13841,345,2,4811,4811,1
43583,0,10790,10790,6,19625,8580,1,6373,6373,2,1343,1343,1
3157,1,3994,3994,6,29481,29481,0,3328,2509,2,6019,3459,1
65890,1,19335,10231,1,671,574,5,14289,8786,8,18048,6037,0
12386,0,2451,2451,4,15306,15306,1,3276,1064,0,2150,2150,1
39106,5,20889,10078,3,8820,7193,3,12075,10341,4,16279,8072,0
44885,0,13275,729,4,16688,16688,0,2682,1691,0,16992,8350,1
47162,2,20632,20632,1,15742,3729,5,6301,6301,1,25728,23093,1
21777,4,17991,14822,3,27389,8620,3,4550,4550,9,9146,6585,0
29213,5,9375,9375,3,9631,5916,1,15023,4452,6,11686,11686,0
17619,4,15903,10593,6,8815,8815,0,2147,2147,2,15743,8729,1
44244,1,1331,1331,4,13612,13218,1,8750,6519,0,5870,5870,1
39293,4,266,266,3,9345,9345,1,9431,9431,3,1196,1196,1
75817,0,20707,13341,3,23133,7635,1,5008,3383,9,18606,16637,1
23804,1,18622,16066,6,18167,18167,1,9508,4578,2,4883,4883,1
53325,1,26095,26095,1,17655,3094,3,8847,7106,13,12996,12996,0
73399,4,26680,14096,3,29061,9652,2,10190,10190,13,13897,13197,0
20074,4,8808,6234,3,19918,3103,2,19395,19395,15,17973,5211,0
51853,4,13678,13678,2,7476,7476,1,7477,7477,12,26226,25637,0
16235,3,18353,5482,5,9409,1042,2,2120,164,0,17883,4002,1
77958,4,13882,13882,2,11009,6135,1,11757,11757,12,13662,11119,0
31335,5,8413,4462,4,9649,5530,3,17182,8282,15,17808,9171,1
27925,0,11186,4791,4,29711,29711,1,11509,9136,0,16771,51,1
27092,4,12300,12300,2,21032,8135,1,18369,6410,3,26340,9486,0
10515,4,5544,5544,5,25633,25633,2,6337,3129,0,3233,3233,1
25179,4,26340,25223,2,16015,6317,3,19171,13756,9,9848,7771,0
32302,2,10511,5569,3,5268,3654,2,5447,489,1,18015,617,1
39552,3,17943,16737,3,10732,9790,2,11790,11790,4,22641,12347,0
58663,3,22129,22129,2,10615,7664,1,11622,11622,5,21406,20428,0
62987,5,23192,16797,3,11407,7841,3,17528,14170,14,10762,10762,0
36028,1,11755,5168,6,28353,9022,3,7139,1378,14,11125,11125,1
12509,4,1429,1429,4,9822,9582,0,12192,4296,1,17288,6479,1
5758,2,26462,26462,6,27239,5392,0,15005,6943,7,27089,5428,1
27070,4,28516,25063,2,19619,6605,1,10304,9035,12,7322,7322,0
31498,1,3470,3470,3,22963,22963,1,14686,1488,1,18983,5241,1
25885,1,18469,13337,4,12877,4454,1,1223,1223,3,96,96,1
12533,5,14165,14165,1,23528,1451,1,4829,4829,3,6133,6133,1
70799,4,20466,6600,2,17742,7537,3,4063,4063,2,27941,25746,0
12095,4,15761,12706,6,27820,27820,1,12765,2892,2,1322,1322,1
64248,4,17750,13809,3,21439,8006,2,15534,10302,2,10370,10370,0
50736,4,19724,19724,3,25466,6889,1,7631,7631,12,16653,5299,0
58828,2,28793,3730,1,20297,7753,0,18870,4308,3,20870,20870,0
48948,4,10966,9196,3,21802,8425,2,18071,16822,8,16584,10534,0
31788,0,19709,12839,4,15829,11886,2,7510,4270,2,14111,4693,1
75396,3,6349,6349,3,16114,9295,2,19010,12448,5,4141,4141,0
39984,1,16309,1263,4,6008,6008,2,10078,7853,1,8006,8006,1
50768,5,9623,8201,6,12837,9981,3,14663,3786,3,23441,15939,1
44952,5,28402,12226,2,13284,4900,2,9666,9666,13,9604,9604,0
34185,2,12708,12708,5,27704,27704,2,335,335,0,11718,9286,1
60954,3,15900,15900,2,19280,5506,1,17196,11404,13,16690,16690,0
75099,4,9296,9296,3,15069,3269,3,16318,5904,5,15011,11148,0
65048,4,21185,9658,3,20252,6380,1,18008,18008,2,24698,17007,0
67336,4,10822,10822,2,17091,7415,1,13637,5148,10,10783,7162,0
74079,3,23607,6771,3,17290,9214,2,6248,6248,11,25459,18983,0
57755,3,11175,11175,2,26529,9506,2,4329,4329,12,5110,5110,0
47113,4,25418,9539,3,29821,8805,1,12522,8087,8,14552,14552,0
77042,1,25145,16225,6,9631,9241,2,5151,5151,1,18137,17958,0
31546,5,4912,4912,6,22095,7681,5,2705,2705,1,23340,2504,1
45036,3,19878,14146,3,28285,8616,3,8815,8815,14,4269,4269,0
32111,3,11164,11164,2,23012,7645,3,17350,5336,7,6940,6940,0
24686,3,19252,5920,4,14049,13983,1,3419,3419,2,8746,6961,1
64797,5,18788,18241,3,10258,8616,3,12427,11549,8,25125,5374,0
32677,1,14287,5428,3,4937,91,0,14469,7310,1,7608,1364,1
38343,4,10328,10328,4,6849,4669,1,1802,1802,3,3752,3752,1
42557,0,705,705,2,20279,7683,4,19830,18016,13,16105,16105,1
79096,3,28492,8134,1,29624,6556,4,800,800,2,20726,20726,0
28942,0,6605,6605,6,28208,28208,0,5767,5767,0,5935,2330,1
41825,1,16623,2987,4,25265,25265,2,6241,6241,0,18876,8176,1
26299,4,28149,16512,3,23864,3270,2,7040,7040,12,13227,13227,0
3432,0,15865,12417,6,15188,15188,1,8075,2842,0,6305,4579,1
48101,4,17987,10238,2,9740,6053,3,6573,6573,10,24062,24062,0
31093,2,11024,11024,5,7514,5934,1,10680,9366,2,21848,15425,1
32777,4,12507,12507,4,22565,22565,1,379,379,0,18842,100,1
73289,4,24413,12640,2,29630,9909,2,16510,16510,13,25041,13358,0
35873,3,8172,8172,3,8524,8524,3,7338,7338,12,20845,5130,0
4925,4,8019,2822,4,11855,11855,0,6505,3295,1,19565,6017,1
69274,4,28714,11478,2,11947,7593,2,14459,14459,10,17894,10947,0
70739,4,27118,21144,3,28671,9812,1,17517,17171,10,7726,7726,0
36444,3,19518,10116,2,15526,3529,2,9861,9861,6,4461,4461,0
27741,4,5786,5786,3,11774,11774,1,6439,4413,2,7005,6410,1
73722,5,21471,15552,3,17471,7012,2,14094,12484,8,29211,18113,0
22402,2,11391,10842,3,11915,11812,2,11804,4138,0,19257,9755,1
77529,3,5450,5450,2,17120,5985,2,4727,4727,8,24712,24712,0
51650,4,19623,19623,2,19177,8306,1,5310,5310,11,13923,4244,0
26784,2,12506,12276,5,13454,6894,1,11860,6859,0,19015,6703,1
73537,2,3202,3202,3,6924,3746,2,4185,2646,0,20247,10932,0
49761,5,23123,13651,2,22607,9824,3,9417,9417,14,18049,18049,0
54891,3,27037,2365,5,3466,401,4,19203,9437,15,24471,680,1
38383,0,6651,6651,5,13455,12473,0,345,345,2,17479,776,1
60624,3,20986,20986,2,18315,7199,1,6270,6270,4,10670,9487,0
36980,4,15518,11084,5,26133,26133,0,2228,2228,1,13966,3244,1
36157,3,16119,16119,2,12076,6965,2,10428,10428,2,13267,13267,0
42296,3,9717,9717,3,14684,6732,2,10465,9393,7,8524,8524,0
20442,5,5223,5223,2,21052,3088,3,12756,12756,8,14669,14350,0
48703,3,7702,7702,4,13112,4090,5,774,774,10,17780,13737,1
23985,5,29402,24149,2,14089,7246,2,15560,13492,12,12987,12052,0
