TotalTime,PictureClicks,PictureTime,DescriptionClicks,DescriptionTime,ReviewClicks,ReviewTime,DwellingTime,Return
22620,3,22318,3,10963,10,10503,22318,0
43271,3,26181,2,14761,15,10477,5275,0
29602,3,6380,3,17575,7,10917,6380,0
30649,3,349,0,5592,0,14903,349,1
42363,4,6705,2,5928,2,13128,6705,1
76239,3,11030,2,15767,6,20934,11030,0
34299,1,15776,2,2608,3,13111,5359,1
78501,3,4426,0,6536,14,2513,10775,1
53241,5,11629,2,11305,8,9647,11629,0
53752,3,16480,2,8505,2,12344,7019,0
74397,5,13882,2,11101,14,7226,13882,0
52429,4,9935,2,13818,13,4820,9935,0
61216,3,20209,1,16306,15,15737,20209,0
32593,1,5098,2,2051,0,11133,3397,1
24519,1,10843,1,3172,1,11934,4500,1
18262,5,22022,3,17126,0,18633,4927,1
66812,5,16258,1,15851,15,24214,16258,0
49580,1,11103,3,261,13,8957,10775,1
54847,5,1504,3,16655,6,4413,10775,1
26049,4,9290,1,16353,6,22224,9290,0
34218,3,18343,2,10571,10,29943,9852,0
66059,4,23750,3,8368,11,24199,7732,0
38405,5,6028,1,13729,11,7809,6028,0
32582,5,28915,1,15587,9,14972,23781,0
23031,2,3523,0,850,1,14042,3523,1
16963,0,3362,1,9377,1,9043,3362,1
25806,0,6075,1,5011,2,6512,6075,1
33087,3,12216,1,3137,2,10900,12216,1
51521,3,26491,2,17041,4,27060,20134,0
43101,2,7744,1,9224,2,2,7744,1
36663,3,3409,0,13556,0,8372,3409,1
46602,4,27682,1,7202,6,13387,26582,0
52677,4,25933,2,14452,15,7859,25933,0
33268,4,3138,0,8375,3,12260,3138,1
25483,3,21191,0,7641,9,19123,8661,0
30591,5,26351,2,5792,4,9129,26351,0
51541,3,9161,1,13673,13,19816,9161,0
42296,4,7934,1,8799,2,12836,7934,1
38806,2,18729,1,2268,0,13689,18571,1
54893,3,5221,1,10616,8,9079,5221,0
13642,0,14270,0,13240,3,10690,10266,1
29704,1,7044,0,13996,0,9623,7044,1
36076,3,20536,1,11996,9,13034,20536,0
77407,4,10993,1,7063,7,14652,2337,0
14723,3,4492,1,10680,1,2148,2360,1
63240,3,23941,1,16710,4,27934,23941,0
12892,3,16163,2,14148,3,13740,9917,1
43048,0,18296,0,14032,3,2818,11172,1
74981,3,6630,3,17681,0,17641,10775,0
37953,3,29529,1,4055,14,17373,10775,1
28169,0,16452,1,17702,9,21211,10775,0
22241,1,157,1,3218,1,13299,157,1
63366,2,1284,1,1198,5,50,10487,1
43240,1,9744,2,331,3,4828,8531,1
38296,0,7387,2,6283,2,4951,7387,1
23890,3,23571,1,16077,13,13691,8833,0
53736,5,21098,3,11540,12,15199,14516,0
64393,4,27503,1,4844,8,29455,19335,0
11690,1,1778,1,13067,3,5080,1778,1
66138,4,14870,3,10816,5,25563,14870,0
76929,5,6375,1,4136,4,28827,6375,0
41178,3,19243,1,12410,10,16138,5193,0
26483,1,11930,0,471,5,712,10775,0
30185,3,7709,1,7989,12,23592,7709,0
18503,0,2844,0,1098,0,3757,2844,1
14458,0,6988,0,6391,0,10299,6988,1
51307,5,21311,1,14235,13,16379,13584,0
20312,4,23358,2,4177,12,20845,7173,0
22285,0,9310,0,1897,0,4428,10775,0
24460,2,1503,2,6850,1,12031,10775,1
30921,5,9307,1,6519,11,29904,9307,0
39779,1,19369,1,950,0,4264,4996,1
57638,0,22090,1,17461,5,13919,10775,0
39031,0,14752,0,9060,0,13577,14343,1
4009,2,16389,2,12134,2,6348,4496,1
49849,2,3062,0,2497,14,11513,10775,1
33518,1,7772,1,11406,2,4971,799,1
14832,1,15145,2,6269,15,13255,10775,0
32494,5,8412,1,15695,13,26195,8412,0
67649,4,29472,3,14326,14,9533,10159,0
26499,0,13730,1,14947,0,1981,2317,1
10125,1,17759,2,13466,1,7350,16110,1
14306,2,1991,2,13416,3,12270,1214,1
27323,0,20195,0,8217,1,5651,10775,0
31328,3,8198,2,5900,0,12791,5752,1
32225,2,13110,0,12957,3,14372,11005,1
65926,4,10640,1,7820,12,26266,10640,0
50497,5,23922,1,5859,3,10452,5820,0
49858,2,1108,2,12356,13,29644,9281,1
7683,4,15439,1,12375,0,6517,6450,1
63146,3,18803,1,16534,7,28034,18803,0
43396,3,23724,3,11357,3,29327,11850,0
17666,0,14251,0,2474,2,12105,4813,1
17420,2,14009,0,12668,3,11412,3572,1
77105,2,25806,0,7373,14,1305,10775,1
40902,3,5729,3,4157,9,22212,5729,0
67665,1,543,2,10762,2,20199,10775,1
36333,5,25204,2,6643,4,14224,18064,0
46308,3,7974,2,8274,10,5888,7974,0
48442,5,17884,3,11200,12,19966,17884,0
27193,3,23725,1,4292,10,7156,23725,0
34088,4,11603,2,815,8,29979,6261,1
36364,5,16834,1,9167,7,19218,12089,0
79003,1,25142,0,12390,4,15085,9674,1
36050,4,162,2,8765,0,11105,162,1
69101,3,14033,1,12757,6,10751,14033,0
17674,1,1729,1,10573,1,520,1729,1
24871,3,23428,1,18024,11,12871,16627,0
49846,4,16647,3,14099,2,21001,16647,0
20571,3,21725,2,12784,9,9883,10184,0
14812,0,6168,2,14958,0,7261,4909,1
28041,1,5216,3,18866,13,17765,10775,0
41405,4,22149,3,12216,5,24789,7810,0
55914,5,26140,1,4164,11,4672,11368,0
68598,4,17755,3,10505,15,19515,11713,0
69573,4,17869,1,7197,6,6020,17869,0
39261,0,13297,0,13957,3,3013,13297,1
25295,4,15568,0,12724,2,14294,15568,1
60446,3,19942,2,11961,7,16711,19942,0
25122,4,13334,1,11161,4,20394,13334,0
55656,5,19273,2,17908,10,13901,18059,0
22612,4,11554,2,12976,2,12402,9038,1
63303,4,23720,1,18927,15,18796,22890,0
26777,5,10247,3,10292,10,25839,10247,0
46718,4,20736,3,12715,15,28579,20736,0
34388,4,10224,0,8962,2,6531,10224,1
11072,3,11250,0,9457,3,9039,8021,1
34192,4,6588,2,4747,3,14932,6588,1
18221,1,17343,0,3352,0,7200,17343,1
13379,4,15221,2,12038,0,14383,3539,1
59471,4,15972,1,15825,2,20411,15972,0
55571,3,21215,2,12025,15,13015,11775,0
55370,3,6303,3,8924,15,7218,6303,0
29829,4,16774,2,8567,15,21412,14510,0
14168,0,26509,3,16306,5,26560,10775,1
21867,2,16082,1,8882,0,14807,6628,1
8303,3,16545,2,14066,3,4841,10195,1
21920,4,6223,1,8288,2,28848,10775,1
58211,4,28294,3,5279,14,15904,6520,0
59798,4,14128,1,9434,9,20984,11995,0
22495,3,3708,1,10343,1,2851,3708,1
23064,5,10834,1,19944,6,21522,10834,0
48720,1,722,1,11930,8,14336,10775,1
52333,1,3931,2,9970,8,8288,10775,0
47396,1,5171,2,19955,3,22277,7418,0
3523,4,3383,0,8423,0,7849,3383,1
27332,4,18410,2,14432,11,14932,18410,0
31975,3,8119,0,6011,3,9920,8119,1
35058,2,2703,0,9786,0,5032,2703,1
75907,5,14556,2,10456,13,4199,14556,0
23202,2,15361,0,639,3,5256,15361,1
53928,3,17501,1,19336,5,8726,9656,0
16032,0,11690,1,13884,1,11787,940,1
15996,0,7324,3,17678,14,19246,3866,1
18079,0,15472,1,3060,3,14102,10775,1
25548,3,21494,1,9843,14,22265,5180,0
8179,2,15852,1,12665,2,7397,2599,1
46215,3,29620,2,8162,4,13047,10775,0
39267,3,9591,2,2153,3,9725,9591,1
34799,2,25583,0,7345,6,6640,10775,1
37933,5,28252,3,17102,5,10062,28252,0
32262,2,6550,3,10525,12,23716,8842,1
66973,3,21263,1,8868,7,22643,14753,0
21659,1,6773,0,12198,0,4994,6773,1
46717,3,8040,2,8325,3,13783,8040,0
30694,4,13263,2,3563,1,1990,163,1
26614,4,11846,1,6221,2,8699,11846,0
39036,1,11711,1,10854,3,7662,1566,1
75375,5,20615,1,7093,6,10088,20615,0
11061,3,10124,2,9700,3,2910,10124,1
30831,4,12500,0,2463,3,8631,4891,1
38530,3,22694,3,14348,14,22137,6942,0
7045,1,2107,2,506,1,5342,2107,1
65889,4,11583,3,13302,2,9174,11583,0
72335,2,16271,2,11103,4,2578,10775,0
38600,4,4458,2,3295,3,4744,4458,1
38834,4,2665,0,9633,3,12125,2665,1
68633,3,26475,1,18288,11,17264,25065,0
44307,0,423,0,3455,2,11298,423,1
8070,4,14510,0,9532,2,14400,8783,1
75872,5,11284,1,4321,5,27420,11284,0
11146,0,2696,2,9265,2,10968,2696,1
23884,1,14994,2,7384,1,9444,1596,1
73197,4,9566,3,16855,14,9142,9566,0
8442,4,9539,0,7810,0,7432,9539,1
3939,0,14153,1,6498,0,943,14153,1
5402,2,16396,2,12542,3,12911,14397,1
68363,3,13107,2,12321,11,14824,13107,0
15757,2,8848,1,2697,2,13115,4966,1
33328,2,18346,2,12275,3,6642,60,1
27820,4,26195,1,8806,9,21089,16474,0
18324,0,4670,1,14548,3,7675,4670,1
37874,3,4680,1,11292,1,7023,4680,1
39213,3,333,2,12746,3,410,333,1
29263,3,25358,3,15032,11,11411,19245,0
8471,2,19708,1,5019,2,11619,8314,1
27000,5,26938,2,19143,2,25356,24235,0
31598,2,7073,3,15466,15,748,6124,1
21832,3,20963,3,5766,14,1179,4489,0
18454,1,10711,0,3559,1,7331,8247,1
27376,4,24504,1,16456,10,9619,12225,0
37145,0,9477,0,4616,3,9564,9477,1
10080,1,15519,0,16965,12,10234,10775,1
4921,0,10536,1,12509,0,14004,10536,1
13967,2,17144,0,2558,0,8837,13241,1
31376,4,28293,3,9585,14,13954,5525,0
4794,4,7889,2,5295,0,10661,7889,1
20164,4,6386,1,16312,12,10254,6386,0
41104,4,10162,3,11919,8,28155,10102,0
70230,4,16469,2,13239,14,21187,14728,0
3504,0,10871,2,5033,1,7809,6726,1
17291,4,8863,2,14064,0,5593,2735,1
19678,1,2972,2,13793,3,7519,2972,1
42530,4,6372,2,16512,3,24542,6372,0
8120,3,4693,1,2180,3,10386,4693,1
33199,5,24071,3,13706,10,22750,20397,0
41768,1,568,0,180,13,4468,2276,0
41091,3,19571,3,13350,10,11286,7485,0
73447,4,26664,3,19140,2,18008,21871,0
42876,3,7580,2,1208,1,5017,7580,1
31298,4,12187,2,12049,14,6915,12187,0
23664,0,20976,3,10646,14,4539,10775,1
39306,4,3939,2,13934,2,7637,3939,1
11598,0,13959,2,8388,2,14847,13959,1
64432,4,18839,3,8426,13,5810,10149,0
15496,1,18645,2,2342,2,5895,17885,1
75834,4,9179,1,11571,11,7425,9179,0
44329,0,24128,1,4687,0,11392,10775,0
58943,3,10636,1,19003,14,8201,10636,0
60415,3,29753,3,15983,11,15010,9304,0
25340,5,11052,3,10183,15,22683,11052,0
61462,3,5949,3,17329,8,21175,5675,0
58157,5,5124,3,13447,6,26492,5124,0
32405,1,16702,2,14411,3,13396,339,1
77504,3,11995,1,17037,13,16584,11995,0
29333,0,15129,0,12024,2,12972,6925,1
24366,1,10997,0,2061,2,591,10997,1
13937,0,19633,0,4822,0,9805,8252,1
36404,5,27012,1,5472,13,8618,12741,0
57506,5,19626,3,19176,14,13367,15122,0
35363,5,9789,1,11620,3,17094,6602,0
34077,3,24752,1,19349,11,17997,24752,0
21331,3,8567,0,3678,1,12436,8567,1
40050,5,25311,2,16337,9,12222,15599,0
59955,5,15675,3,16522,5,2763,10775,1
36087,3,6205,1,15806,11,11659,6205,0
34072,2,17715,0,12620,0,7042,13966,1
15007,0,9814,0,6944,1,9937,9814,1
27710,3,14882,1,11766,2,6310,13610,1
21746,4,28555,2,17876,4,10478,23960,0
57932,3,17763,2,5928,11,11789,10775,1
48210,5,14269,2,17935,10,26270,7559,0
27089,0,6829,2,15537,13,7147,10775,1
22044,4,3424,0,1609,0,250,3424,1
27514,4,17405,0,13326,3,12001,15676,1
79302,5,27320,2,11623,11,19481,11392,0
71481,5,14765,2,12116,7,18849,11615,0
30704,0,16411,0,4121,3,9621,4792,1
71939,4,29887,1,5573,2,10861,6743,0
75835,5,18847,2,12240,11,28745,18847,0
12876,2,3939,1,13379,0,2985,3939,1
6674,3,18160,1,5820,2,12509,9142,1
19949,4,1922,0,7713,1,2810,1922,1
14509,0,3212,0,4963,2,13559,3212,1
20704,5,19822,1,7375,2,4277,12397,0
30307,2,5051,0,7178,3,2874,5051,1
78333,2,670,0,1048,7,11941,10775,1
70103,5,21609,3,5456,7,15542,7463,0
78793,4,9026,3,7359,5,9954,9026,0
77334,5,20369,2,11380,7,15637,10644,0
34250,3,5854,2,17808,7,5731,5854,0
23851,4,29642,1,8671,6,9358,20940,0
53838,5,28530,3,5233,2,9358,26131,0
31665,3,2279,0,10919,2,9183,2279,1
44245,5,11950,3,17857,4,7315,11950,0
43656,4,24419,2,2895,1,11315,1278,0
27212,4,9846,1,1005,0,11290,9846,1
26213,4,19158,1,12005,15,11135,19158,0
35092,3,15396,0,5261,3,3583,1910,1
4010,4,15295,1,3336,0,9161,10000,1
41011,3,6902,1,11294,2,13096,2432,1
31266,3,24313,1,12760,14,9346,9500,0
66415,3,7093,3,9620,7,23283,7093,0
33755,1,2662,1,5211,2,7952,2662,1
36824,3,5041,2,7906,3,14428,5041,1
49760,5,15087,2,18196,12,21836,13760,0
72378,3,29351,3,14766,15,23164,23944,0
59237,5,15193,1,15293,2,10208,15193,0
22913,4,8097,1,1819,1,791,8097,1
3696,0,19314,2,1696,1,9087,11932,1
56492,5,14748,1,11822,14,4652,14748,0
74878,5,16066,2,13409,10,25030,12461,0
16828,3,15000,0,15338,3,10790,4200,1
17252,1,14811,0,7877,1,1679,10429,1
11859,0,5318,2,2493,0,12666,2422,1
39216,3,15907,3,13163,6,18156,14312,0
32807,4,26415,1,4487,3,12775,10979,0
76930,5,6590,2,11923,11,29049,6590,0
13221,1,17124,0,8375,2,14642,16272,1
2654,5,3500,3,8208,6,12148,10775,0
44011,5,23024,1,9061,6,16312,23024,0
27853,2,9237,2,14463,3,3847,9237,1
41822,3,10159,0,6089,0,9085,1169,1
10596,2,6904,0,7732,1,4190,6904,1
79500,3,15993,2,7315,9,24555,12728,0
51471,3,27973,1,18026,7,16457,8585,0
51199,4,12810,2,12362,14,22447,7526,0
46836,5,8330,3,6473,12,7601,8330,0
74550,4,6706,3,17828,15,7944,6706,0
55055,4,18603,1,7455,13,22133,18603,0
58517,5,20566,3,18036,9,22798,17900,0
76773,3,24056,2,18785,2,24615,9958,0
70234,3,14582,2,16283,8,16054,14582,0
64154,5,23708,2,18675,10,29214,17445,0
43568,4,15468,0,6526,0,12684,2338,1
43048,1,15718,2,9819,2,7547,8870,1
33810,4,13535,3,7600,14,10853,13535,0
35181,4,29379,2,11456,6,4746,10775,0
28860,2,3858,0,2446,0,13783,3858,1
30776,3,25643,2,11819,8,23668,18804,0
22479,4,15449,1,12325,0,4647,3188,1
37086,4,23942,1,19999,15,5796,12372,0
49552,5,13451,1,5702,13,19271,13451,0
63614,3,15156,2,16713,7,24637,10140,0
26287,0,16732,1,10939,3,9440,6001,1
47879,4,5969,1,13092,15,11320,5071,0
63003,5,9587,2,19711,3,4916,10775,0
28160,3,9744,1,16213,3,28309,9744,0
77852,3,22102,1,14184,7,18779,6126,0
63911,5,15198,3,8790,8,19930,14326,0
30882,4,7408,1,17291,8,456,10775,1
43103,1,3088,0,15808,3,15707,10775,1
25662,2,16658,0,2776,0,10699,16658,1
16024,4,10427,2,9882,1,14861,2756,1
7200,1,4281,2,2742,0,1705,4281,1
34506,0,11253,2,3238,0,11585,9085,1
4440,2,14117,2,4047,2,11206,4715,1
27468,3,22710,1,18315,12,5545,8301,0
60024,3,6056,1,15287,3,16505,6056,0
31796,2,6140,0,14931,1,12223,6140,1
70352,4,16173,3,11024,13,8629,8058,0
16309,5,4478,2,9235,15,9344,10775,1
26157,3,29343,3,5767,4,15852,23485,0
9170,1,2988,2,16696,11,28225,10775,0
31333,4,13020,2,8041,2,9232,13020,1
3125,3,8091,0,13750,1,936,6103,1
29830,4,13455,1,9211,3,21597,13455,0
32825,5,10623,3,19068,11,7697,10623,0
41881,3,8811,0,3501,2,11887,8811,1
55030,3,11721,3,11303,14,16601,9062,0
7524,4,466,0,6410,2,12423,466,1
67599,4,14979,2,14924,13,26461,10189,0
69489,4,21883,3,17803,12,21023,10775,1
60251,5,27735,2,4513,8,24803,22601,0
38991,1,2206,1,12818,3,13139,2206,1
8185,4,20217,2,11313,11,2360,1665,0
31541,0,1136,2,13153,0,12080,106,1
35467,4,23805,2,2850,15,22246,10775,0
39528,3,9580,2,13874,3,14527,2560,1
72760,5,11056,2,17535,7,18654,11056,0
9042,0,8729,1,5698,1,11725,8729,1
12866,3,1403,2,4614,3,8039,1403,1
24270,3,18077,2,4846,13,24385,12022,0
62930,3,25283,1,18429,3,13390,17565,0
76324,3,18927,1,9765,9,15082,11555,0
7647,3,8241,0,6553,0,1686,8241,1
36705,1,354,0,4876,15,26765,8991,0
9747,3,7583,2,2528,0,12512,7583,1
36227,4,15883,2,5892,1,14069,8454,1
11498,0,10373,1,6230,1,7728,6318,1
22735,1,15562,0,13768,1,3958,7708,1
73971,3,19394,3,3687,12,17673,10775,0
34015,5,5475,2,4104,7,10090,5475,0
11095,1,11019,1,12530,1,1310,7901,1
27094,3,26278,1,13660,5,7275,13025,0
76540,3,10987,1,13463,5,17872,10987,0
29160,4,21078,1,16623,10,5801,21078,0
66197,4,14381,2,16889,15,18219,14381,0
51224,2,27022,2,14962,1,4942,7090,1
6248,4,15375,1,8487,2,13287,14032,1
23770,3,15336,1,5063,13,18635,15336,0
61408,4,6815,3,6874,8,16629,6815,0
564,0,15952,3,19822,12,27156,10775,1
42613,2,23249,0,3264,10,21157,10775,0
55156,5,25839,2,16959,13,24511,25839,0
32371,2,21997,1,7026,14,5103,10459,0
72633,5,5672,3,10499,8,23665,1656,0
31724,3,7946,0,1322,2,5904,7946,1
71861,4,25601,2,8986,9,18130,21133,0
43228,0,17167,0,3815,3,1110,1450,1
79130,4,29135,2,8342,10,5502,16156,0
31441,3,5905,1,14902,1,14444,5905,1
33367,2,15037,0,7864,1,11270,15037,1
17531,5,9709,3,16849,6,16225,10775,1
55523,3,7681,1,5533,14,9852,7681,0
41333,4,10834,1,8556,3,20632,10834,0
66595,5,14241,1,17850,14,6785,14241,0
35737,0,15998,0,7654,1,5146,11250,1
37609,5,29373,3,4566,13,18413,7208,0
60607,5,12562,2,15146,9,24726,12562,0
37299,3,10096,1,14704,12,26446,5554,0
37908,4,9490,0,10929,2,4310,9490,1
30380,4,15064,1,13386,14,13472,6331,0
3505,3,16788,1,8667,3,11562,13946,1
14207,0,11707,1,4937,3,10564,10388,1
11774,4,25428,2,2801,5,14949,10775,1
79932,5,7291,1,5423,3,27356,7291,0
12638,1,13431,2,9849,0,3704,13431,1
50417,4,18918,3,16922,2,13675,10775,0
28186,2,17137,2,5244,0,14538,10701,1
78554,1,25761,0,8337,0,1060,62,1
35274,5,23074,1,9557,10,23579,23074,0
32779,4,21608,2,15094,6,6497,21608,0
18114,0,1272,2,6968,0,14156,1272,1
24898,4,8984,1,5906,2,5844,2965,1
41020,4,18821,3,11390,2,29944,18821,0
38682,2,6528,2,6740,2,2427,6528,1
30544,5,11063,2,11986,4,16728,7815,0
49699,5,15514,1,18955,9,11874,15081,0
24231,2,6507,3,14664,6,10451,10775,1
35647,3,12188,1,13126,3,10361,12188,1
45548,5,25214,1,19899,7,26553,15544,0
47211,4,6882,1,19843,9,18333,6882,0
38752,1,7240,0,3316,0,4808,7240,1
77803,4,20207,3,8872,15,5751,20207,0
27705,3,5644,0,13014,0,10088,5644,1
47442,4,9646,2,18801,7,26310,9646,0
31597,2,6613,2,7048,1,13042,6613,1
17447,1,15922,2,9744,3,9226,15636,1
57658,3,25177,3,7903,4,13221,18636,0
63704,5,56,0,14071,0,25212,9776,1
47885,4,27434,2,14042,14,9883,19652,0
39696,3,9713,2,5875,10,21400,9713,0
48756,5,24726,2,6224,4,29408,24645,0
18082,1,5433,0,15399,3,22982,7608,1
11651,1,8292,2,1894,2,13683,8292,1
8453,2,19089,2,6481,2,8589,10281,1
18924,1,12197,1,2846,0,1697,12197,1
75461,5,12616,2,5077,10,8487,10421,0
6670,4,7086,2,5614,0,4234,4634,1
7405,3,14256,0,14423,2,2314,14256,1
29925,4,29981,3,9353,14,27624,18057,0
42427,2,2510,3,4902,5,13274,10775,1
26402,3,15089,2,4939,2,3694,7156,1
57684,4,11145,1,11201,4,15461,5180,0
33928,3,7944,2,13420,1,14203,5438,1
3603,2,15093,2,9542,1,10962,15093,1
30245,1,10725,0,7082,0,2387,10725,1
32441,3,23194,1,12107,4,11433,16508,0
78930,4,14394,1,12475,12,28633,14394,0
30896,4,5695,2,12991,2,1759,4163,1
40350,4,4075,0,10131,1,12167,4075,1
24625,3,9193,1,7546,14,22277,9193,0
69243,5,20125,1,14710,8,21497,10594,0
27260,4,17755,2,8021,3,17581,17755,0
25469,3,6265,0,8939,3,5990,6265,1
77451,5,19896,2,5649,13,18799,19896,0
29456,3,21140,1,10696,15,14019,19830,0
48429,5,26190,2,7093,9,4854,10828,0
43748,3,13046,1,8378,1,4560,13046,1
67733,5,13639,0,7604,4,7366,10775,0
60415,3,18050,3,13386,8,27773,18050,0
25150,3,21875,1,7604,6,13690,21875,0
66255,3,5973,3,15461,8,21322,5973,0
46758,5,246,0,18068,0,19650,10775,1
44837,1,17964,2,10429,3,2299,1203,1
73326,5,18428,2,6195,4,15189,18428,0
32010,3,7079,1,14775,1,2988,6968,1
31395,0,14336,2,6387,3,620,14336,1
20619,1,1744,1,13527,1,1453,1744,1
34543,5,28196,3,7617,4,16098,27616,0
28013,5,28197,3,5184,7,16765,8519,0
31213,4,12083,0,13115,0,5795,12083,1
46683,3,17327,1,4756,9,12673,15458,0
5989,1,6825,2,9636,3,9277,6825,1
12021,1,2764,1,7405,0,12122,2764,1
16939,0,13179,0,6041,3,11545,586,1
63419,5,25920,2,10429,6,5143,6404,0
37329,4,11291,0,13137,1,12472,11291,1
43885,0,12421,2,986,1,5922,12421,1
31473,1,3004,1,8064,1,675,3004,1
65507,4,28388,2,12196,6,11030,17253,0
33094,3,8212,1,13792,0,4899,3042,1
72318,3,11889,2,6580,6,12289,11889,0
74574,3,28377,3,18935,13,19316,28377,0
65788,3,19474,1,13718,9,15295,19474,0
39332,0,1015,2,10612,2,3378,1015,1
56404,5,17795,2,12831,11,20922,17795,0
32511,4,9844,1,3688,3,12258,5906,1
48600,4,8874,3,16500,15,4795,6430,0
76560,3,14909,3,8864,5,27176,6697,0
31258,4,22020,3,4478,10,4200,21381,0
44322,5,21954,2,7408,14,6862,14828,0
44762,4,9677,2,2171,2,7832,4370,1
21132,5,24713,1,7102,8,28104,24713,0
61315,4,18058,3,15594,14,15483,13722,0
67531,3,7084,2,10202,4,20202,7084,0
61507,5,2169,1,17463,2,29655,4626,0
3494,5,25447,0,8693,3,10219,10775,0
10648,1,13331,0,8462,0,8480,7407,1
54881,3,21465,3,17527,14,8057,13559,0
17793,2,12293,2,12202,0,11332,12293,1
22786,1,16401,2,2980,0,9211,11934,1
42743,3,6862,1,14387,5,12557,10775,0
51229,4,20296,3,10767,14,6564,20296,0
38348,0,18700,1,14652,2,14418,13478,1
28884,4,27655,3,7954,10,29208,8849,0
47928,3,5564,1,9897,5,4338,5564,0
9188,4,19644,1,4114,3,2337,11501,1
32376,1,5882,0,6567,1,3884,5882,1
34027,1,15890,0,10150,2,4593,13247,1
52179,4,23089,2,7830,3,18621,5213,0
77855,4,28131,1,5889,14,18213,10462,0
17776,1,3435,1,1827,3,1936,3435,1
31874,3,11765,1,4556,1,14685,10273,1
34144,3,10444,3,4067,11,122,7694,1
11821,1,12924,0,907,3,1729,12924,1
66553,5,26379,0,4789,12,26431,10775,1
7308,2,19655,2,5429,1,5498,18700,1
58727,3,22572,1,17893,8,5350,22429,0
47428,3,24037,1,19711,10,18647,24037,0
31698,1,17733,0,11142,3,12331,12909,1
40260,4,977,0,4626,0,10476,977,1
26849,4,15517,3,10804,5,18749,15008,0
43483,4,29342,2,2314,1,25076,10775,0
33279,3,11854,0,13921,0,12980,6075,1
15256,4,12351,2,11416,2,3313,7394,1
31586,0,15133,0,5480,0,6548,14078,1
59106,4,27541,1,19301,12,21524,21092,0
59401,3,18702,3,5702,7,16659,18702,0
33680,1,5680,2,3164,3,3381,3301,1
15435,0,3623,1,14839,2,8283,3623,1
22832,3,7648,2,14715,12,13288,1413,1
19743,3,16433,1,4951,1,11549,10775,1
47174,3,23206,1,5973,7,15734,17233,0
77184,3,7368,2,9503,9,27101,7368,0
61994,3,23801,2,4089,2,5967,13186,0
22770,2,9059,1,14571,2,5459,6609,1
27586,4,18011,0,3547,2,13822,3513,1
53947,4,22996,2,8292,11,17827,22996,0
44415,5,10979,1,14644,10,20276,10979,0
33109,5,18477,1,5568,4,21694,12272,0
10987,1,2737,2,13722,0,10076,2737,1
3512,1,13109,0,5357,3,12637,8383,1
27124,1,10819,2,7613,1,10763,561,1
57716,4,16300,3,15109,14,6441,7092,0
22269,2,10885,2,7515,3,2115,10571,1
27404,5,11924,1,18397,13,10224,11924,0
34707,3,9732,0,13115,3,5611,4037,1
59569,3,27444,1,7961,8,24527,25268,0
38130,0,7380,1,6692,1,3864,5143,1
22452,3,10101,0,12576,2,1231,10101,1
44209,4,16012,2,15478,9,7071,6626,0
57445,4,23196,2,10819,13,25069,6617,0
21152,5,19236,1,18284,6,4604,7144,0
40522,0,15239,0,13550,0,9289,2660,1
49869,3,2192,1,5571,15,4269,10775,0
74382,3,5960,1,6771,7,5284,5960,0
75092,5,18460,2,6521,8,26077,9770,0
45842,3,24623,3,3122,9,9708,7062,1
53394,5,11965,0,12218,8,670,593,0
29388,4,24929,1,10178,13,20998,14998,0
17509,2,2118,2,3522,1,1514,2118,1
11989,4,5836,1,12060,3,12922,5836,1
25066,3,16573,3,14730,11,14220,16573,0
29394,0,18473,2,4170,11,28255,8775,1
11217,3,6717,2,14557,3,8956,6717,1
53613,3,28785,3,15816,12,23736,13665,0
30344,3,9110,2,14262,1,6341,380,1
20077,1,12107,1,13967,2,14880,8592,1
26221,3,8769,3,10383,8,17182,8769,0
29589,4,17468,2,13008,1,10201,17468,1
19636,4,19880,0,6538,0,4166,19136,1
6557,1,1424,1,12966,2,4898,1424,1
52382,5,6483,3,15240,14,9052,6483,0
23157,4,28069,1,10432,6,26202,22900,0
27546,1,1834,0,8244,3,10996,1834,1
29161,3,17503,0,218,2,13610,17503,1
64202,5,8979,2,18262,2,9221,8979,0
48774,3,12509,1,11036,3,5868,8708,0
70587,2,19660,2,2804,15,7933,10775,1
8137,1,8042,2,5125,1,8576,6609,1
16651,2,11729,0,12773,2,8874,11729,1
27504,3,8857,3,6016,12,4962,8857,0
73956,5,10611,2,5715,14,26004,10611,0
50802,5,18020,2,16294,3,6873,18020,0
32255,3,28250,1,10940,15,25793,16654,0
54338,5,5500,2,4749,10,27246,5500,0
50797,3,10338,2,8783,10,11787,10338,0
58779,5,24321,2,15634,8,29965,20723,0
13377,1,4382,1,2459,2,2087,4382,1
74948,4,19445,3,12419,5,7484,10035,0
38326,4,12014,2,4382,12,25376,11219,0
23328,2,17839,0,11235,3,9950,16073,1
17308,0,17766,1,785,2,7250,10991,1
26523,4,19436,3,9241,2,20050,19436,0
50854,2,7467,3,1,12,13405,863,1
25996,1,18347,0,13716,1,5711,730,1
30943,0,11903,0,8173,0,3417,6027,1
1407,1,7498,0,1480,6,4684,10775,0
56194,3,22464,3,14047,3,14623,22217,0
28234,1,16978,1,4536,1,14840,16978,1
40041,3,3678,1,8152,2,6494,3678,1
53238,5,9840,2,10837,14,14194,9840,0
22904,0,22225,2,2422,11,10439,10486,1
75567,0,21524,1,5806,3,4068,10775,1
16099,1,5734,0,8953,2,11619,5734,1
40378,3,8358,1,13543,3,10441,7600,1
